"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"Georgia Primary and Urgent Care","1301 Sigman Road Northeast #230  Conyers, GA   ZIP 30012","(678) 609-4912","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conyers-georgia","30012","US","Conyers","Georgia","GA","Rockdale",33.7192,-84.0021,"Rockdale County","GA",13247,"H1",TRUE
"Georgia Primary and Urgent Care","1301 Sigman Road Northeast #230  Conyers, GA   ZIP 30012","(678) 609-4912","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conyers-georgia","30012","US","Conyers","Georgia","GA","Rockdale",33.7192,-84.0021,"Walton County","GA",13297,"H1",TRUE
"Crisp Urgent Care","602 E 16th Ave # B  Cordele, GA   ZIP 31015","(229) 271-9330","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cordele-georgia","31015","US","Cordele","Georgia","GA","Crisp",31.9566,-83.7835,"Crisp County","GA",13081,"H1",FALSE
"Crisp Urgent Care","602 E 16th Ave # B  Cordele, GA   ZIP 31015","(229) 271-9330","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cordele-georgia","31015","US","Cordele","Georgia","GA","Crisp",31.9566,-83.7835,"Dooly County","GA",13093,"H1",TRUE
"Crisp Urgent Care","602 E 16th Ave # B  Cordele, GA   ZIP 31015","(229) 271-9330","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cordele-georgia","31015","US","Cordele","Georgia","GA","Crisp",31.9566,-83.7835,"Wilcox County","GA",13315,"H1",TRUE
"Family Practice & Urgent Care","3812 Salem Road  Covington, GA   ZIP 30016","(678) 625-5431","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-covington-georgia","30016","US","Covington","Georgia","GA","Newton",33.5146,-83.8626,"Newton County","GA",13217,"H1",FALSE
"Family Practice & Urgent Care","3812 Salem Road  Covington, GA   ZIP 30016","(678) 625-5431","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-covington-georgia","30016","US","Covington","Georgia","GA","Newton",33.5146,-83.8626,"Rockdale County","GA",13247,"H1",TRUE
"New Hope Urgent Care","49 Hosiery Mill Road #124  Dallas, GA   ZIP 30157","(770) 443-6111","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dallas-georgia","30157","US","Dallas","Georgia","GA","Paulding",33.9045,-84.8621,"Cobb County","GA",13067,"H1",FALSE
"New Hope Urgent Care","49 Hosiery Mill Road #124  Dallas, GA   ZIP 30157","(770) 443-6111","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dallas-georgia","30157","US","Dallas","Georgia","GA","Paulding",33.9045,-84.8621,"Paulding County","GA",13223,"H1",TRUE
"Reddy Urgent Care - Danielsville","280 Gen Daniels Avenue  Danielsville, GA   ZIP 30633","(706) 621-7555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-danielsville-georgia","30633","US","Danielsville","Georgia","GA","Madison",34.1708,-83.2758,"Banks County","GA",13011,"H1",FALSE
"Reddy Urgent Care - Danielsville","280 Gen Daniels Avenue  Danielsville, GA   ZIP 30633","(706) 621-7555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-danielsville-georgia","30633","US","Danielsville","Georgia","GA","Madison",34.1708,-83.2758,"Franklin County","GA",13119,"H1",TRUE
"Reddy Urgent Care - Danielsville","280 Gen Daniels Avenue  Danielsville, GA   ZIP 30633","(706) 621-7555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-danielsville-georgia","30633","US","Danielsville","Georgia","GA","Madison",34.1708,-83.2758,"Madison County","GA",13195,"H1",TRUE
"Summit Urgent Care","3515 Camp Creek Parkway  East Point, GA   ZIP 30344","(404) 344-7337","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-east-point-georgia","30344","US","Atlanta","Georgia","GA","Fulton",33.6919,-84.448,"Clayton County","GA",13063,"H1",FALSE
"Summit Urgent Care","3515 Camp Creek Parkway  East Point, GA   ZIP 30344","(404) 344-7337","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-east-point-georgia","30344","US","Atlanta","Georgia","GA","Fulton",33.6919,-84.448,"Fulton County","GA",13121,"H1",TRUE
"Hillcrest Urgent Care","1120 Indian Drive  Eastman, GA   ZIP 31023","(478) 374-1778","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-eastman-georgia","31023","US","Eastman","Georgia","GA","Dodge",32.2084,-83.186,"Dodge County","GA",13091,"H1",FALSE
"Hillcrest Urgent Care","1120 Indian Drive  Eastman, GA   ZIP 31023","(478) 374-1778","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-eastman-georgia","31023","US","Eastman","Georgia","GA","Dodge",32.2084,-83.186,"Pulaski County","GA",13235,"H1",TRUE
"Lake Oconee Urgent & Specialty","105 Harmony Crossing Suite 3, Eatonton, GA 31024, United States  Eatonton, GA   ZIP 31024","(706) 484-0884","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-eatonton-georgia","31024","US","Eatonton","Georgia","GA","Putnam",33.3127,-83.3628,"Jasper County","GA",13159,"H1",FALSE
"Lake Oconee Urgent & Specialty","105 Harmony Crossing Suite 3, Eatonton, GA 31024, United States  Eatonton, GA   ZIP 31024","(706) 484-0884","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-eatonton-georgia","31024","US","Eatonton","Georgia","GA","Putnam",33.3127,-83.3628,"Putnam County","GA",13237,"H1",TRUE
"Evans Urgent Care","800 Oakhurst Drive  Evans, GA   ZIP 30809","(706) 364-5500","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-evans-georgia","30809","US","Evans","Georgia","GA","Columbia",33.5412,-82.1398,"Columbia County","GA",13073,"H1",FALSE
"Pavilion Urgent Care","101 Beckett Lane ## 506  Fayetteville, GA   ZIP 30214",NA,"https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-fayetteville-georgia","30214","US","Fayetteville","Georgia","GA","Fayette",33.4679,-84.4806,"Fayette County","GA",13113,"H1",FALSE
"Pavilion Urgent Care","101 Beckett Lane ## 506  Fayetteville, GA   ZIP 30214",NA,"https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-fayetteville-georgia","30214","US","Fayetteville","Georgia","GA","Fayette",33.4679,-84.4806,"Fulton County","GA",13121,"H1",TRUE
"Concentra Urgent Care - Savannah","109 Minus Avenue  Garden City, GA   ZIP 31408","(912) 966-5445","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-garden-city-georgia","31408","US","Savannah","Georgia","GA","Chatham",32.1082,-81.1746,"Chatham County","GA",13051,"H1",FALSE
"Concentra Urgent Care","3580 Atlanta Avenue  Hapeville, GA   ZIP 30354","(404) 768-3351","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-hapeville-georgia","30354","US","Atlanta","Georgia","GA","Fulton",33.6675,-84.3896,"Clayton County","GA",13063,"H1",FALSE
"Concentra Urgent Care","3580 Atlanta Avenue  Hapeville, GA   ZIP 30354","(404) 768-3351","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-hapeville-georgia","30354","US","Atlanta","Georgia","GA","Fulton",33.6675,-84.3896,"Fulton County","GA",13121,"H1",TRUE
"Reddy Urgent Care - Hartwell","138 West Gibson Street  Hartwell, GA   ZIP 30643","(706) 376-6200","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-hartwell-georgia","30643","US","Hartwell","Georgia","GA","Hart",34.3571,-82.9296,"Hart County","GA",13147,"H1",FALSE
"Jeff Davis Urgent Care","22 Cross Street  Hazlehurst, GA   ZIP 31539","(912) 375-4884","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-hazlehurst-georgia","31539","US","Hazlehurst","Georgia","GA","Jeff Davis",31.8606,-82.5909,"Appling County","GA",13001,"H1",FALSE
"Jeff Davis Urgent Care","22 Cross Street  Hazlehurst, GA   ZIP 31539","(912) 375-4884","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-hazlehurst-georgia","31539","US","Hazlehurst","Georgia","GA","Jeff Davis",31.8606,-82.5909,"Jeff Davis County","GA",13161,"H1",TRUE
"Northside Cherokee Urgent Care","684 Sixes Road #125  Holly Springs, GA   ZIP 30115","(678) 426-5450","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-holly-springs-georgia","30115","US","Canton","Georgia","GA","Cherokee",34.1993,-84.4199,"Cherokee County","GA",13057,"H1",FALSE
"Piedmont Henry Urgent Care Center","101 Regency Park Drive  McDonough, GA   ZIP 30253","(678) 604-4000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-mcdonough-georgia","30253","US","Mcdonough","Georgia","GA","Henry",33.451,-84.1544,"Henry County","GA",13151,"H1",FALSE
"Lower Oconee Urgent Care","903 Willow Creek Lane  McRae, GA   ZIP 31055","(229) 868-4122","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-mcrae-georgia","31055","US","Mc Rae Helena","Georgia","GA","Telfair",32.068,-82.9007,"Telfair County","GA",13271,"H1",FALSE
"Hillcrest Urgent Care","1909 North Columbia Street  Milledgeville, GA   ZIP 31061","(478) 295-3000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-milledgeville-georgia","31061","US","Milledgeville","Georgia","GA","Baldwin",33.08,-83.2379,"Baldwin County","GA",13009,"H1",FALSE
"Hillcrest Urgent Care","1909 North Columbia Street  Milledgeville, GA   ZIP 31061","(478) 295-3000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-milledgeville-georgia","31061","US","Milledgeville","Georgia","GA","Baldwin",33.08,-83.2379,"Hancock County","GA",13141,"H1",TRUE
"Hillcrest Urgent Care","1909 North Columbia Street  Milledgeville, GA   ZIP 31061","(478) 295-3000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-milledgeville-georgia","31061","US","Milledgeville","Georgia","GA","Baldwin",33.08,-83.2379,"Jones County","GA",13169,"H1",TRUE
"Hillcrest Urgent Care","1909 North Columbia Street  Milledgeville, GA   ZIP 31061","(478) 295-3000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-milledgeville-georgia","31061","US","Milledgeville","Georgia","GA","Baldwin",33.08,-83.2379,"Putnam County","GA",13237,"H1",TRUE
"Hillcrest Urgent Care","1909 North Columbia Street  Milledgeville, GA   ZIP 31061","(478) 295-3000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-milledgeville-georgia","31061","US","Milledgeville","Georgia","GA","Baldwin",33.08,-83.2379,"Wilkinson County","GA",13319,"H1",TRUE
"Reddy Urgent Care - Monroe","500 Great Oaks Drive #Ste 9  Monroe, GA   ZIP 30655","(706) 363-9228","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-monroe-georgia","30655","US","Monroe","Georgia","GA","Walton",33.7883,-83.7013,"Walton County","GA",13297,"H1",FALSE
"Concentra Urgent Care - Morrow","1500 Mount Zion Road  Morrow, GA   ZIP 30260","(678) 422-8824","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-morrow-georgia","30260","US","Morrow","Georgia","GA","Clayton",33.5849,-84.3247,"Clayton County","GA",13063,"H1",FALSE
"Summit Urgent Care","1825 Old State Highway 34 #1300  Newnan, GA   ZIP 30265","(770) 502-2112","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-newnan-georgia","30265","US","Newnan","Georgia","GA","Coweta",33.3958,-84.7121,"Coweta County","GA",13077,"H1",FALSE
"Concentra Urgent Care","6475 Jimmy Carter Blvd #200  Norcross, GA   ZIP 30071","(770) 242-7744","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-norcross-georgia","30071","US","Norcross","Georgia","GA","Gwinnett",33.9381,-84.1972,"Gwinnett County","GA",13135,"H1",FALSE
"Rincon Medical Center-Urgent Care","119 Chimney Road  Rincon, GA   ZIP 31326","(912) 295-5560","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-rincon-georgia","31326","US","Rincon","Georgia","GA","Effingham",32.296,-81.2354,"Effingham County","GA",13103,"H1",FALSE
"Hutcheson Urgent Care Clinic","4700 Battlefield Parkway ## 150  Ringgold, GA   ZIP 30736","(706) 861-2826","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-ringgold-georgia","30736","US","Ringgold","Georgia","GA","Catoosa",34.9205,-85.1549,"Catoosa County","GA",13047,"H1",FALSE
"Hutcheson Urgent Care Clinic","4700 Battlefield Parkway ## 150  Ringgold, GA   ZIP 30736","(706) 861-2826","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-ringgold-georgia","30736","US","Ringgold","Georgia","GA","Catoosa",34.9205,-85.1549,"Walker County","GA",13295,"H1",TRUE
"Hutcheson Urgent Care Clinic","4700 Battlefield Parkway ## 150  Ringgold, GA   ZIP 30736","(706) 861-2826","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-ringgold-georgia","30736","US","Ringgold","Georgia","GA","Catoosa",34.9205,-85.1549,"Whitfield County","GA",13313,"H1",TRUE
"Floyd Urgent Care, Rome","304 Shorter Avenue  Rome, GA   ZIP 30165","(706) 291-3700","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-rome-georgia","30165","US","Rome","Georgia","GA","Floyd",34.2837,-85.2231,"Chattooga County","GA",13055,"H1",FALSE
"Floyd Urgent Care, Rome","304 Shorter Avenue  Rome, GA   ZIP 30165","(706) 291-3700","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-rome-georgia","30165","US","Rome","Georgia","GA","Floyd",34.2837,-85.2231,"Floyd County","GA",13115,"H1",TRUE
"WellStar Medical Group Urgent Care","4480 North Cooper Lake Road Southeast #100  Smyrna, GA   ZIP 30082","(770) 333-1300","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-smyrna-georgia","30082","US","Smyrna","Georgia","GA","Cobb",33.8631,-84.5382,"Cobb County","GA",13067,"H1",FALSE
"Southeast Urgent Care","2118 Scenic Highway  Snellville, GA   ZIP 30078","(770) 558-6017","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-snellville-georgia","30078","US","Snellville","Georgia","GA","Gwinnett",33.8635,-84.0081,"Gwinnett County","GA",13135,"H1",FALSE
"East Georgia Urgent Care","4451 Country Club Road  Statesboro, GA   ZIP 30458","(912) 764-2273","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-statesboro-georgia","30458","US","Statesboro","Georgia","GA","Bulloch",32.4408,-81.774,"Bulloch County","GA",13031,"H1",FALSE
"MedPost Urgent Care","1234 South Hairston Road #Ste 30  Stone Mountain, GA   ZIP 30088","(404) 292-9034","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stone-mountain-georgia","30088","US","Stone Mountain","Georgia","GA","DeKalb",33.758,-84.1802,"DeKalb County","GA",13089,"H1",FALSE
"Floyd Urgent Care, Summerville","11766 U.S. 27  Summerville, GA   ZIP 30747","(706) 857-1010","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-summerville-georgia","30747","US","Summerville","Georgia","GA","Chattooga",34.4859,-85.3362,"Chattooga County","GA",13055,"H1",FALSE
"Floyd Urgent Care, Summerville","11766 U.S. 27  Summerville, GA   ZIP 30747","(706) 857-1010","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-summerville-georgia","30747","US","Summerville","Georgia","GA","Chattooga",34.4859,-85.3362,"Floyd County","GA",13115,"H1",TRUE
"Floyd Urgent Care, Summerville","11766 U.S. 27  Summerville, GA   ZIP 30747","(706) 857-1010","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-summerville-georgia","30747","US","Summerville","Georgia","GA","Chattooga",34.4859,-85.3362,"Gwinnett County","GA",13135,"H1",TRUE
"Floyd Urgent Care, Summerville","11766 U.S. 27  Summerville, GA   ZIP 30747","(706) 857-1010","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-summerville-georgia","30747","US","Summerville","Georgia","GA","Chattooga",34.4859,-85.3362,"Walker County","GA",13295,"H1",TRUE
